"시점","사용액","시도","광역","체감BSI","대형소매점판매지수","소비자물가지수","동행종합지수","총인구수","인구밀도","사업체수","인구대비업체수","소비자심리지수"
"2020.07",7141425000,"평택","경기","65.1",94.8,99.64,98,525378,1146.48772504092,25771,0.0490523013906178,88.7
"2020.08",8006203000,"평택","경기","67.4",97.4,100.21,98.2,527166,1150.38952536825,25771,0.0488859296692124,90.9
"2020.09",9338936000,"평택","경기","53.2",112.7,100.73,98.4,529140,1154.69721767594,25771,0.0487035567146691,81.6
"2020.10",10637525000,"평택","경기","80.4",104,100.15,98.7,531655,1160.18548827059,23554,0.0443031665271652,93.8
"2020.11",10440778000,"평택","경기","84.9",104.4,100.12,98.9,534343,1166.05128205128,23554,0.0440803004811516,100
"2020.12",11919223000,"평택","경기","51.0",109.5,100.4,98.7,537307,1172.51936715767,23554,0.0438371359390442,91.4
"2021.01",11096809000,"평택","경기","38.6",107.4,101.05,98.2,540929,1180.42334969995,22831,0.0422070179265671,96.5
"2021.02",10665596000,"평택","경기","48.5",102.8,101.66,98.1,544085,1187.31042007638,22831,0.0419621934072801,98.9
"2021.03",13951163000,"평택","경기","65.8",102.8,101.87,98.5,544368,1187.92798690671,22831,0.0419403785674397,102
"2021.04",14193520000,"평택","경기","57.4",100.6,102.01,98.8,546154,1191.82542280415,22699,0.0415615375882993,103.9
"2021.05",14794371000,"평택","경기","58.2",111.3,102.1,99.2,548131,1196.13966175668,22699,0.0414116333504217,106.7
"2021.06",22424948000,"평택","경기","55.4",99.7,102.17,99.2,549901,1200.00218221495,22699,0.0412783391919636,110.8
"2021.07",18699711000,"평택","경기","30.4",105.3,102.33,99.6,551603,1203.71631205674,24146,0.0437742361807314,104
"2021.08",15674036000,"평택","경기","32.9",107.5,102.85,99.9,554511,1210.06219312602,24146,0.0435446726935985,99.7
"2021.09",11679039000,"평택","경기","61.7",115.9,103.21,100.1,557450,1216.4757228587,24146,0.0433150955242623,102.8
"2021.10",11943762000,"평택","경기","66.3",116.5,103.43,100.3,559363,1220.65030005456,23434,0.0418940830909445,106.3
"2021.11",12852856000,"평택","경기","64.3",107.1,103.97,100.5,561770,1225.90289143481,23434,0.0417145807002866,107.7
"2021.12",12288465000,"평택","경기","40.6",114.4,104.16,101.2,564288,1231.3977086743,23434,0.0415284393784734,105.4
"2022.01",11632926000,"평택","경기","44.6",124.2,104.79,101.9,565827,1234.75613747954,24623,0.0435168346508739,104.5
"2022.02",10332523000,"평택","경기","39.0",92,105.36,102,567411,1238.21276595745,24623,0.0433953518701611,104.7
"2022.03",11832367000,"평택","경기","61.2",105.1,106.14,102.1,568405,1240.38188761593,24623,0.0433194641144958,104.4
"2022.04",12089374000,"평택","경기","81.6",106,106.89,101.8,569369,1242.48554282597,25928,0.0455381308079646,104.9
"2022.05",12019588000,"평택","경기","75.6",112.6,107.6,102.2,570868,1245.75668303328,25928,0.0454185556030466,102.8
"2022.06",11556506000,"평택","경기","61.5",101.9,108.19,102.2,572548,1249.42280414621,25928,0.0452852861244821,96.5
"2022.07",11354433000,"평택","경기","57.0",109.4,108.72,102.3,573987,1252.56301145663,26644,0.0464191697721377,86.5
"2022.08",13310767000,"평택","경기","58.4",110.5,108.57,101.7,575007,1254.78887070376,26644,0.0463368272038427,88.6
"2022.09",14799024000,"평택","경기","71.9",113.3,108.87,101,575032,1254.84342607747,26644,0.0463348126712948,91.4
"2022.10",14788522000,"평택","경기","63.0",110.3,109.15,99.7,576192,1257.37479541735,28763,0.0499191241808286,86.5
"2022.11",14689695000,"평택","경기","54.7",102.6,109.1,98.6,577335,1259.86906710311,28763,0.0498202949760538,87.1
"2022.12",15687683000,"평택","경기","53.8",112.7,109.26,98,578529,1262.47463175123,28763,0.0497174731085218,89.7
"2023.01",14524268000,"평택","경기","59.5",117.3,110.03,97.2,580011,1265.70867430442,26129,0.045049145619652,89.4
"2019.01",1.282e+09,"시흥","경기","60.9",107.5,98.693,100.1,451182,3224.34074179947,21316,0.0472447925670794,99
"2019.02",1.211e+09,"시흥","경기","61.7",95.1,99.195,99.3,454800,3250.19652683485,21316,0.0468689533861038,99.1
"2019.03",1.568e+09,"시흥","경기","76.9",106.5,99.043,99.3,457610,3270.27799614093,21316,0.0465811498874588,98.6
"2019.04",1.21e+09,"시흥","경기","69.7",92.9,99.365,99.3,459601,3284.50653898378,21919,0.0476913670770951,101.4
"2019.05",1.559e+09,"시흥","경기","69.7",104.8,99.668,100.2,461815,3300.32873579647,21919,0.0474627285817914,98.9
"2019.06",1.212e+09,"시흥","경기","64.0",98.6,99.498,100,463836,3314.77167155006,21919,0.0472559266637346,98
"2019.07",2.156e+09,"시흥","경기","61.4",97.9,99.195,99.8,465515,3326.7705281212,22277,0.0478545267069804,97.3
"2019.08",2.789e+09,"시흥","경기","61.0",102.2,99.432,99.5,466962,3337.11141284928,22277,0.0477062373383701,95
"2019.09",3.258e+09,"시흥","경기","77.2",110,99.612,99.3,468274,3346.48752947902,22277,0.047572575030858,98.1
"2019.10",4.179e+09,"시흥","경기","78.6",99,99.962,99.7,470759,3364.24640891875,22347,0.0474701492695838,100.1
"2019.11",4.454e+09,"시흥","경기","50.0",107.8,99.422,100.1,472162,3374.27285071107,22347,0.0473290946751327,103.5
"2019.12",5.642e+09,"시흥","경기","67.6",109.1,99.668,100.9,473682,3385.13542485528,22347,0.0471772201603608,103.1
"2020.01",6.924e+09,"시흥","경기","64.3",113.4,100.08,101.2,475396,3397.38440648896,21983,0.0462414492339018,105.3
"2020.02",6.617e+09,"시흥","경기","44.4",85.7,100.14,100.4,476481,3405.13828342743,21983,0.0461361523334614,98.4
"2020.03",7.415e+09,"시흥","경기","27.6",89.9,99.88,99.4,477425,3411.88451368541,21983,0.0460449285228046,81.5
"2020.04",9.355e+09,"시흥","경기","72.1",92.3,99.46,98.2,478464,3419.30965482741,20332,0.0424943151417871,76.3
"2020.05",1.2731e+10,"시흥","경기","87.7",99.9,99.42,98.1,479368,3425.77002787108,20332,0.0424141786685803,81.3
"2020.06",2.4268e+10,"시흥","경기","78.7",96,99.75,97.9,481430,3440.50596726935,20332,0.0422325156305174,84.6
"2020.07",2.1848e+10,"시흥","경기","65.1",94.8,99.64,98,484164,3460.04430786822,21441,0.0442845812575904,88.7
"2020.08",1.9984e+10,"시흥","경기","67.4",97.4,100.21,98.2,489077,3495.15472021725,21441,0.0438397225794711,90.9
"2020.09",1.9828e+10,"시흥","경기","53.2",112.7,100.73,98.4,493005,3523.22589866362,21441,0.0434904311315301,81.6
"2020.10",2.1172e+10,"시흥","경기","80.4",104,100.15,98.7,495391,3540.27728149789,21242,0.0428792610281576,93.8
"2020.11",1.9487e+10,"시흥","경기","84.9",104.4,100.12,98.9,497925,3558.38633602516,21242,0.0426610433298187,100
"2020.12",8.539e+09,"시흥","경기","51.0",109.5,100.4,98.7,500895,3579.61123418852,21242,0.0424080895197596,91.4
"2021.01",1.7426e+10,"시흥","경기","38.6",107.4,101.05,98.2,504935,3608.48281283499,18058,0.0357630190024459,96.5
"2021.02",1.7667e+10,"시흥","경기","48.5",102.8,101.66,98.1,507681,3628.10691059816,18058,0.0355695801103449,98.9
"2021.03",2.2279e+10,"시흥","경기","65.8",102.8,101.87,98.5,509115,3638.35489173158,18058,0.0354693929662257,102
"2021.04",2.5064e+10,"시흥","경기","57.4",100.6,102.01,98.8,510098,3645.37983277353,18159,0.0355990417527612,103.9
"2021.05",2.3719e+10,"시흥","경기","58.2",111.3,102.1,99.2,510833,3650.63245908669,18159,0.035547820912118,106.7
"2021.06",3.3406e+10,"시흥","경기","55.4",99.7,102.17,99.2,511314,3654.0698920889,18159,0.0355143805958765,110.8
"2021.07",2.7206e+10,"시흥","경기","30.4",105.3,102.33,99.6,511747,3657.16429643393,19477,0.0380598225294921,104
"2021.08",2.2603e+10,"시흥","경기","32.9",107.5,102.85,99.9,511807,3657.59308225541,19477,0.0380553607121434,99.7
"2021.09",22975182000,"시흥","경기","61.7",115.9,103.21,100.1,511900,3658.25770027871,19477,0.0380484469622973,102.8
"2021.10",19356496000,"시흥","경기","66.3",116.5,103.43,100.3,511888,3658.17194311441,17720,0.0346169474572563,106.3
"2021.11",22608242000,"시흥","경기","64.3",107.1,103.97,100.5,512155,3660.08004002001,17720,0.0345989007234138,107.7
"2021.12",23351354000,"시흥","경기","40.6",114.4,104.16,101.2,512030,3659.18673622526,17720,0.0346073472257485,105.4
"2022.01",24266598000,"시흥","경기","44.6",124.2,104.79,101.9,512092,3659.62981490745,18889,0.0368859501808269,104.5
"2022.02",21289045000,"시흥","경기","39.0",92,105.36,102,511839,3657.82176802687,18889,0.0369041827605946,104.7
"2022.03",24752767000,"시흥","경기","61.2",105.1,106.14,102.1,512455,3662.22396912742,18889,0.036859821838015,104.4
"2022.04",26068057000,"시흥","경기","81.6",106,106.89,101.8,512721,3664.12491960266,19889,0.0387910774085711,104.9
"2022.05",27343410000,"시흥","경기","75.6",112.6,107.6,102.2,513653,3670.78539269635,19889,0.0387206927634025,102.8
"2022.06",26262441000,"시흥","경기","61.5",101.9,108.19,102.2,513928,3672.75066104481,19889,0.0386999735371492,96.5
"2022.07",27484970000,"시흥","경기","57.0",109.4,108.72,102.3,513768,3671.60723218752,20486,0.0398740287444917,86.5
"2022.08",26634949000,"시흥","경기","58.4",110.5,108.57,101.7,513331,3668.48424212106,20486,0.0399079736076722,88.6
"2022.09",23368542000,"시흥","경기","71.9",113.3,108.87,101,512331,3661.33781176302,20486,0.039985868510787,91.4
"2022.10",23574034000,"시흥","경기","63.0",110.3,109.15,99.7,512168,3660.17294361466,21868,0.0426969275706409,86.5
"2022.11",20829385000,"시흥","경기","54.7",102.6,109.1,98.6,512438,3662.10247981133,21868,0.042674430857977,87.1
"2022.12",25244306000,"시흥","경기","53.8",112.7,109.26,98,512912,3665.48988780104,21868,0.0426349939170852,89.7
"2023.01",26851370000,"시흥","경기","59.5",117.3,110.03,97.2,513468,3669.46330308011,18529,0.0360859878317636,89.4
"2023.02",22691364000,"시흥","경기","61.1",92.8,110.38,96.3,515058,3680.82612734939,18529,0.035974589269558,88.3
"2023.03",23504986000,"시흥","경기","70.6",107.4,110.53,95.9,517336,3697.105695705,18529,0.0358161813598899,90.7
"2023.04",22319253000,"시흥","경기","71.3",107.8,110.8,95.8,518072,3702.36546844851,19017,0.0367072530459087,94.4
"2023.05",22165460000,"시흥","경기","71.9",113.5,111.06,97,518299,3703.98770813978,19017,0.0366911763287215,97.5
"2023.06",19439059000,"시흥","경기","65.8",103.9,111.04,97.2,518437,3704.97391552919,19017,0.0366814096987676,98.9
"2023.07",20879040000,"시흥","경기","58.9",111.9,111.15,97.6,518366,3704.46651897377,18637,0.0359533611386549,101.7
